id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20733186,Rental unit in Vancouver · ★4.60 · 1 bedroom · 1 bed · 1 bath,51149365,,Downtown Eastside,49.28343,-123.10689,Entire home/apt,122,1,55,2023-12-10,0.73,1,46,12,23-105779
20747426,Rental unit in Vancouver · ★4.53 · 1 bedroom · 1 bed · 1 private bath,148424292,,Downtown,49.28264,-123.11427,Private room,149,1,55,2023-10-17,0.76,6,142,13,23-143223
20773659,Rental unit in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 private bath,52067199,,Downtown,49.27929,-123.10709,Private room,86,1,500,2023-11-28,6.56,1,64,89,22-156602
20799287,Home in Vancouver · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,149114791,,Grandview-Woodland,49.26985,-123.06766,Private room,86,1,282,2023-12-06,3.79,1,142,131,23-156938
21002078,Condo in Vancouver · ★4.85 · 2 bedrooms · 2 beds · 2 baths,6245935,,Downtown,49.28097,-123.10959,Entire home/apt,399,30,82,2023-05-10,1.09,1,123,20,18-558469
21066390,Guesthouse in Vancouver · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,148424292,,Downtown,49.28264,-123.11427,Private room,139,1,97,2023-11-22,1.28,6,140,10,23-143223
21128612,Bungalow in Vancouver · ★4.81 · 2 bedrooms · 2 beds · 1 bath,3888233,,Riley Park,49.25089,-123.09095,Entire home/apt,219,2,47,2023-08-24,0.88,1,64,15,22-156778
21137609,Loft in Vancouver · ★4.91 · 1 bedroom · 1 bed · 1 bath,9809769,,Downtown,49.27979,-123.12022,Entire home/apt,95,30,286,2023-11-17,3.79,3,346,6,21-156347
21140065,Condo in Vancouver · ★4.64 · 2 bedrooms · 2 beds · 2 baths,7074827,,Downtown,49.27524,-123.13415,Entire home/apt,130,30,58,2023-08-23,0.79,3,343,5,20-115230
21163623,Guesthouse in Vancouver · ★4.72 · 1 bedroom · 1 bed · 1 bath,326082,,West End,49.2833,-123.12769,Entire home/apt,139,2,269,2023-12-07,3.64,1,338,91,Exempt
21250212,Rental unit in Vancouver · ★4.78 · 1 bedroom · 1 bed · 1 bath,19748213,,Downtown Eastside,49.28186,-123.10567,Entire home/apt,80,30,216,2023-11-05,2.9,4,49,24,23-156388
21264147,Condo in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 bath,4919585,,Kitsilano,49.26489,-123.15048,Entire home/apt,142,2,307,2023-12-09,4.19,1,174,58,23-156668
21298863,Home in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,154132476,,Riley Park,49.25331,-123.11395,Entire home/apt,150,30,67,2023-10-31,0.9,1,165,5,19-119712
21356520,Home in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,11824155,,Renfrew-Collingwood,49.23965,-123.04831,Private room,65,2,106,2023-11-11,1.6,3,41,32,23-156713
21409855,Rental unit in Vancouver · ★4.91 · 2 bedrooms · 3 beds · 2 baths,70047708,,Downtown,49.27906,-123.1088,Entire home/apt,228,30,120,2021-04-24,1.65,1,253,0,21-156411
21412609,Rental unit in Vancouver · ★4.86 · 2 bedrooms · 3 beds · 1 bath,129656102,,Shaughnessy,49.2466,-123.13585,Entire home/apt,215,1,64,2023-10-05,0.87,3,325,19,22-156045
21487129,Home in Vancouver · ★4.98 · 4 bedrooms · 4 beds · 4 baths,26902566,,Kitsilano,49.26635,-123.16716,Entire home/apt,907,3,41,2023-11-26,0.63,1,111,11,24-157279
21504385,Guest suite in Vancouver · ★4.76 · 1 bedroom · 1 bath,36718746,,Downtown Eastside,49.2788,-123.07913,Entire home/apt,54,2,185,2023-12-02,2.48,1,64,67,23-157289
21549963,Condo in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 bath,38987696,,Mount Pleasant,49.26831,-123.10523,Entire home/apt,86,30,63,2023-11-21,0.86,1,327,1,
21567998,Home in Vancouver · ★4.97 · 2 bedrooms · 3 beds · 1 bath,156836978,,Riley Park,49.24513,-123.10495,Entire home/apt,177,3,175,2023-11-25,2.38,1,295,27,22-156326
21577211,Townhouse in Vancouver · ★4.61 · 1 bedroom · 1 bed · 1 bath,77383974,,Grandview-Woodland,49.28254,-123.06454,Entire home/apt,75,2,392,2023-12-04,5.34,1,341,82,23-156291
21607882,Home in Vancouver · ★4.62 · 1 bedroom · 2 beds · 1 bath,46405002,,Oakridge,49.22584,-123.13769,Entire home/apt,158,2,86,2023-12-01,1.19,1,364,5,18-574135
21666600,Home in Vancouver · ★4.49 · 1 bedroom · 2 beds · 1 bath,157705019,,Kensington-Cedar Cottage,49.25446,-123.08276,Entire home/apt,80,2,229,2023-11-01,3.09,1,169,26,22-157280
21908772,Rental unit in Vancouver · ★4.92 · 2 bedrooms · 1 bed · 2 baths,64481384,,Downtown,49.27991,-123.10717,Entire home/apt,301,2,91,2023-11-26,1.27,1,305,12,23-157259
21912838,Guest suite in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 bath,3570271,,Kitsilano,49.2599,-123.18294,Entire home/apt,95,1,340,2023-12-03,4.97,4,136,83,23-156272
21949883,Home in Vancouver · ★4.80 · 2 bedrooms · 2 beds · 1 bath,3424548,,Grandview-Woodland,49.27305,-123.06801,Entire home/apt,129,5,211,2023-11-29,2.9,1,152,28,23-156532
22032043,Guest suite in Vancouver · ★4.78 · 2 bedrooms · 2 beds · 1 bath,160895495,,Kitsilano,49.26933,-123.18303,Entire home/apt,225,3,80,2023-11-27,1.17,1,219,17,22-156419
22036501,Home in Vancouver · ★4.77 · 2 bedrooms · 3 beds · 1 bath,42804845,,Riley Park,49.23638,-123.10714,Entire home/apt,161,1,344,2023-11-26,4.73,1,158,50,23-156592
22049481,Guest suite in Vancouver · ★4.90 · Studio · 2 beds · 1 bath,255350,,Hastings-Sunrise,49.29204,-123.04948,Entire home/apt,100,3,188,2023-11-27,2.59,1,113,34,23-156578
22295849,Rental unit in Vancouver · ★4.78 · 1 bedroom · 3 beds · 1 bath,162963658,,Downtown,49.27951,-123.12739,Entire home/apt,300,3,109,2023-10-30,1.57,1,219,28,23-156761
22310305,Guest suite in Vancouver · ★4.94 · 4 bedrooms · 4 beds · 2 baths,87417832,,Hastings-Sunrise,49.29108,-123.04144,Entire home/apt,193,2,257,2023-11-25,3.55,2,66,43,23-156437
22324957,Home in Vancouver · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,26230655,,Downtown Eastside,49.276791,-123.091484,Private room,40,30,62,2023-11-16,0.85,2,59,7,22-158273
22422543,Home in Vancouver · ★4.83 · 3 bedrooms · 5 beds · 1 bath,18165744,,Downtown Eastside,49.27823,-123.08676,Entire home/apt,40,30,520,2023-12-11,7.17,2,90,83,23-244609
22519199,Home in Vancouver · ★4.72 · 1 bedroom · 1 bed · 1 private bath,66327125,,West End,49.2865,-123.13401,Private room,75,30,74,2023-11-12,1.05,10,88,3,22-156234
22551920,Home in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 private bath,66327125,,West End,49.28525,-123.13404,Private room,75,30,73,2023-11-24,1.07,10,153,3,23-156521
22692270,Rental unit in Vancouver · ★4.36 · 2 bedrooms · 2 beds · 1 bath,107846148,,Downtown,49.27268,-123.12848,Entire home/apt,176,30,36,2023-10-31,0.51,1,153,3,
22696589,Home in Vancouver · ★4.98 · 1 bedroom · 1 bed · 1 private bath,2021485,,Downtown Eastside,49.27759,-123.08576,Private room,110,3,125,2023-11-25,1.77,2,127,28,23-156542
22698900,Guest suite in Vancouver · ★4.85 · Studio · 1 bed · 1 bath,167367691,,West Point Grey,49.26226,-123.20874,Entire home/apt,128,5,141,2023-12-12,1.97,1,275,21,23-156349
22754630,Condo in Vancouver · ★4.42 · 1 bedroom · 1 bed · 1 bath,2447132,,Mount Pleasant,49.261452,-123.098,Entire home/apt,145,1,158,2023-11-27,2.22,1,339,20,23-177900
22925127,Townhouse in Vancouver · ★4.94 · 2 bedrooms · 2 beds · 1 bath,156345633,,Kitsilano,49.27401,-123.14656,Entire home/apt,175,3,281,2023-11-24,3.99,1,138,51,22-156330
23003777,Guest suite in Vancouver · ★4.83 · 2 bedrooms · 2 beds · 1 bath,10855631,,West Point Grey,49.25962,-123.18928,Entire home/apt,125,30,36,2023-07-20,0.51,1,325,2,19-262946
23065393,Home in Vancouver · ★4.80 · 1 bedroom · 1 bed · 2 baths,6609569,,Mount Pleasant,49.266361236572266,-123.11125946044922,Private room,154,2,64,2023-11-14,0.91,3,351,25,18-549495
23111130,Rental unit in Vancouver · ★4.87 · 1 bedroom · 3 beds · 1 bath,225163010,,Downtown,49.27906,-123.12552,Entire home/apt,399,2,107,2023-05-02,1.5,6,179,2,22-157254
23121835,Home in Vancouver · ★4.83 · 2 bedrooms · 3 beds · 1 bath,150034915,,Shaughnessy,49.24853,-123.13645,Entire home/apt,215,1,75,2023-11-28,1.15,2,325,25,22-156045
23126012,Home in Vancouver · ★4.74 · 4 bedrooms · 4 beds · 2.5 baths,171177180,,Victoria-Fraserview,49.2316,-123.0628,Entire home/apt,185,2,159,2023-11-06,2.32,1,74,12,23-224228
23144970,Home in Vancouver · ★4.72 · 1 bedroom · 1 bed · 1 private bath,66327125,,West End,49.28572,-123.13395,Private room,65,30,76,2023-08-31,1.08,10,159,4,19-162160
23161454,Home in Vancouver · ★4.97 · 3 bedrooms · 3 beds · 2 baths,169703765,,Kitsilano,49.27446,-123.15086,Entire home/apt,949,4,87,2023-08-19,1.24,1,120,10,22-155902
23237255,Home in Vancouver · ★4.87 · 1 bedroom · 2 beds · 1 private bath,129656102,,Shaughnessy,49.24699,-123.1379,Private room,114,1,61,2023-12-02,0.9,3,333,32,22-156045
23241231,Rental unit in Vancouver · ★4.94 · 2 bedrooms · 2 beds · 1 bath,171149303,,West End,49.28573,-123.12514,Entire home/apt,190,30,64,2023-10-16,0.91,2,135,8,20-160878
23370526,Guest suite in Vancouver · ★4.96 · 2 bedrooms · 2 beds · 1 bath,174186433,,Kitsilano,49.260679888094806,-123.1664723587952,Entire home/apt,185,3,28,2023-12-08,4.47,1,234,28,23-211827
23485127,Guest suite in Vancouver · ★4.92 · 2 bedrooms · 2 beds · 1 bath,121580936,,Kitsilano,49.26746,-123.18358,Entire home/apt,250,2,91,2023-11-25,1.4,1,71,20,23-158163
23502564,Home in Vancouver · ★4.86 · 2 bedrooms · 2 beds · 1.5 baths,1275057,,Downtown Eastside,49.27985,-123.08039,Entire home/apt,185,4,124,2023-12-04,1.76,1,280,21,23-156308
23507938,Bungalow in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 1 bath,12305815,,Riley Park,49.24922,-123.10643,Entire home/apt,160,5,52,2023-10-22,0.78,1,99,15,23-156708
23528634,Home in Vancouver · ★4.72 · 1 bedroom · 1 bed · 1 private bath,66327125,,West End,49.28642,-123.1341,Private room,70,30,61,2023-08-12,0.87,10,179,5,19-162160
23631177,Rental unit in Vancouver · ★4.77 · 1 bedroom · 1 bed · 2 baths,95217850,,Downtown,49.27539,-123.13316,Entire home/apt,135,5,114,2023-10-29,1.66,42,89,21,#23-157177
23667593,Home in Vancouver · ★4.94 · 4 bedrooms · 5 beds · 4 baths,3494649,,Hastings-Sunrise,49.27574,-123.03745,Entire home/apt,599,3,66,2023-10-23,0.95,1,317,17,22-157243
23800634,Rental unit in Vancouver · ★4.71 · 2 bedrooms · 2 beds · 1 bath,176226893,,Kerrisdale,49.2324,-123.15844,Entire home/apt,225,3,66,2023-10-22,0.96,1,329,10,21-156375
23822741,Home in Vancouver · ★4.69 · 1 bedroom · 1 bed · 1 private bath,66327125,,West End,49.28518,-123.13326,Private room,68,30,54,2023-05-08,0.79,10,147,3,19-162160
23916822,Home in Vancouver · ★4.84 · 3 bedrooms · 3 beds · 2.5 baths,159019037,,Kitsilano,49.26652,-123.18185,Entire home/apt,170,7,55,2023-11-27,0.83,1,224,30,23-158262
23976574,Condo in Vancouver · ★4.88 · 1 bedroom · 2 beds · 1 bath,83930545,,Mount Pleasant,49.26844,-123.109,Entire home/apt,125,30,42,2023-04-13,0.62,2,153,2,21-105100
23976814,Condo in Vancouver · ★4.55 · 1 bedroom · 1 bed · 1 bath,83930545,,Mount Pleasant,49.27079,-123.10741,Entire home/apt,105,30,80,2023-08-08,1.17,2,62,3,21-105100
24134940,Home in Vancouver · ★4.63 · 3 bedrooms · 4 beds · 1.5 baths,25473957,,Riley Park,49.24891,-123.09959,Entire home/apt,460,4,42,2023-07-27,0.62,1,166,2,23-156326
24183385,Home in Vancouver · ★4.97 · 5 bedrooms · 5 beds · 4.5 baths,182271089,,Riley Park,49.2343,-123.10811,Entire home/apt,995,30,64,2023-09-25,0.95,2,130,10,
24253909,Home in Vancouver · ★4.76 · 1 bedroom · 1 bed · 1.5 baths,180824391,,Dunbar Southlands,49.25533,-123.18469,Private room,120,2,91,2023-09-23,1.33,1,180,12,23-156361
24310129,Home in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 private bath,59846096,,Riley Park,49.24531,-123.09538,Private room,115,3,184,2023-11-26,2.68,1,82,18,23-156531
24313445,Home in Vancouver · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,26230655,,Downtown Eastside,49.276779,-123.091438,Private room,59,1,380,2023-11-25,5.51,2,39,82,24-158356
24358269,Home in Vancouver · ★4.73 · 2 bedrooms · 2 beds · 1 bath,58189935,,Killarney,49.23098,-123.03564,Entire home/apt,115,1,122,2023-10-23,1.79,2,322,25,23-156399
24379068,Home in Vancouver · ★4.89 · 2 bedrooms · 2 beds · 1 bath,183998473,,Riley Park,49.24895,-123.09842,Entire home/apt,404,2,63,2023-08-30,0.95,1,220,13,23-221538
24379576,Rental unit in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 bath,182951403,,Downtown,49.27914,-123.12078,Entire home/apt,243,4,100,2023-10-29,1.46,1,106,21,23-156275
24396414,Rental unit in Vancouver · ★4.92 · 1 bedroom · 3 beds · 1 bath,6110016,,Downtown,49.27873,-123.10729,Entire home/apt,125,2,39,2023-12-11,2.37,1,137,28,23-158419
24448342,Home in Vancouver · ★4.71 · Studio · 1 bed · 1 bath,29063125,,Kerrisdale,49.23357,-123.17007,Entire home/apt,109,2,48,2023-11-26,0.7,1,64,22,23-263306
24450782,Guest suite in Vancouver · ★4.82 · 1 bedroom · 1 bed · 1 bath,28469375,,Kitsilano,49.27097,-123.18327,Entire home/apt,105,3,221,2023-12-04,3.29,2,73,44,23-156719
24474689,Rental unit in Vancouver · ★4.89 · 1 bedroom · 3 beds · 1.5 baths,16750396,,Downtown Eastside,49.28182,-123.10361,Entire home/apt,237,2,196,2023-12-03,2.9,2,337,21,23-156516
24528249,Villa in Vancouver · ★4.68 · 1 bedroom · 4 beds · 1 bath,28946580,,Marpole,49.21279,-123.11202,Entire home/apt,111,1,171,2023-12-03,2.59,2,107,31,24-157211
24559993,Condo in Vancouver · ★4.81 · Studio · 1 bed · 1 bath,2568168,,Downtown,49.27757,-123.13088,Entire home/apt,85,30,43,2023-10-18,0.63,1,97,6,18-549209
24561319,Guest suite in Vancouver · ★4.88 · 1 bedroom · 2 beds · 1 bath,73177526,,Victoria-Fraserview,49.21777,-123.06271,Entire home/apt,109,1,48,2023-09-20,1.75,1,179,17,23-157585
24653941,Rental unit in Vancouver · ★5.0 · 1 bedroom · 2 beds · 1 bath,31697443,,Downtown Eastside,49.28342339988735,-123.10713609718051,Entire home/apt,191,3,10,2023-11-26,3.19,1,86,10,23-423128
24699111,Home in Vancouver · ★4.87 · 3 bedrooms · 4 beds · 2 baths,10002327,,Sunset,49.23011,-123.0903,Entire home/apt,500,3,75,2023-09-15,1.12,1,165,3,23-251865
24703143,Condo in Vancouver · ★4.68 · 2 bedrooms · 2 beds · 1 bath,186707248,,Downtown,49.2791,-123.11925,Entire home/apt,169,2,282,2023-12-11,4.16,1,66,64,22-157320
24755125,Guest suite in Vancouver · ★4.61 · 2 bedrooms · 3 beds · 1.5 baths,187158076,,Arbutus Ridge,49.2424,-123.16399,Entire home/apt,220,2,38,2023-11-03,0.72,1,89,20,23-158404
24759144,Home in Vancouver · ★4.95 · 1 bedroom · 2 beds · 1 private bath,129656102,,Shaughnessy,49.24818,-123.13609,Private room,124,1,77,2023-11-18,1.13,3,341,33,22-156045
24809164,Guest suite in Vancouver · ★4.72 · 1 bedroom · 2 beds · 1 bath,1741913,,Hastings-Sunrise,49.27343,-123.03806,Entire home/apt,150,2,111,2023-09-24,1.63,1,32,21,20-159898
24835418,Guest suite in Vancouver · ★4.95 · 1 bedroom · 2 beds · 1 bath,182517955,,Grandview-Woodland,49.27264,-123.06388,Entire home/apt,218,3,198,2023-10-26,2.96,1,167,31,23-156396
24946435,Rental unit in Vancouver · ★4.89 · 2 bedrooms · 3 beds · 2 baths,187881364,,Downtown,49.27887,-123.10727,Entire home/apt,288,3,124,2023-11-26,1.84,1,362,30,23-156400
24968566,Guest suite in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 private bath,4944151,,Hastings-Sunrise,49.29005,-123.0551,Private room,89,3,94,2023-11-08,1.39,1,168,8,21-156100
25087027,Home in Vancouver · ★4.66 · Studio · 1 bed · 1 private bath,161213459,,Kensington-Cedar Cottage,49.23362,-123.07861,Private room,65,1,344,2023-11-16,5.07,1,34,74,23-156627
25102944,Guest suite in Vancouver · ★4.95 · 1 bedroom · 1 bed · 1 bath,35833081,,Kensington-Cedar Cottage,49.25898,-123.06895,Entire home/apt,121,2,405,2023-12-10,5.97,1,329,86,24-157331
25166793,Guest suite in Vancouver · ★4.92 · 1 bedroom · 2 beds · 1 bath,57056932,,Kitsilano,49.26811,-123.16668,Entire home/apt,181,3,218,2023-12-01,3.29,1,261,53,23-156425
25168981,Home in Vancouver · ★4.57 · 1 bedroom · 1 bed · 1 private bath,170626910,,Marpole,49.20659,-123.11822,Private room,90,2,182,2023-10-09,2.69,2,355,26,23-156289
25193768,Guest suite in Vancouver · ★4.71 · 2 bedrooms · 3 beds · 1 bath,126012510,,Hastings-Sunrise,49.29192,-123.04486,Entire home/apt,98,30,42,2023-10-26,0.63,1,263,4,19-161594
25234314,Rental unit in Vancouver · ★4.79 · 1 bedroom · 2 beds · 1 bath,190660769,,Downtown,49.27891,-123.123,Entire home/apt,122,1,297,2023-12-07,4.68,1,65,75,23-156746
25270770,Guest suite in Vancouver · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,190921577,,Oakridge,49.22632,-123.11572,Private room,72,3,303,2023-12-03,4.52,3,48,83,23-156452
25352392,Home in Vancouver · ★4.95 · 4 bedrooms · 4 beds · 3 baths,145729573,,Shaughnessy,49.25711,-123.15114,Entire home/apt,486,14,56,2023-09-04,0.86,1,57,4,23-156502
25369132,Condo in Vancouver · ★4.90 · 1 bedroom · 2 beds · 1 bath,129345091,,Downtown,49.28834,-123.12292,Entire home/apt,194,2,206,2023-12-03,3.09,1,48,51,23-156406
25412425,Condo in Vancouver · ★4.46 · 1 bedroom · 1 bed · 1 shared bath,100036356,,West End,49.28607,-123.13694,Private room,350,3,84,2023-10-29,1.4,1,130,24,23-221093
25514583,Rental unit in Vancouver · ★4.83 · 1 bedroom · 1 bed · 1 bath,24989145,,Downtown,49.28041,-123.12469,Entire home/apt,139,1,310,2023-12-07,4.63,1,89,90,23-157321
25549877,Guest suite in Vancouver · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,190921577,,Oakridge,49.22632,-123.11572,Private room,71,3,305,2023-11-27,4.54,3,35,96,23-156452
25731269,Guest suite in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 bath,19900158,,Kensington-Cedar Cottage,49.2506,-123.07084,Entire home/apt,88,2,283,2023-12-03,4.31,1,145,66,23-156526
25751097,Home in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 private bath,152617795,,Marpole,49.21307,-123.13501,Private room,65,2,50,2023-12-03,0.74,3,31,15,23-265052
25752951,Guest suite in Vancouver · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,190921577,,Oakridge,49.22632,-123.11572,Private room,49,6,212,2023-11-23,3.16,3,33,48,23-156452
25831764,Home in Vancouver · ★4.61 · 1 bedroom · 1 bed · 1 private bath,19658238,,Hastings-Sunrise,49.2637,-123.03999,Private room,55,30,88,2023-09-17,1.34,8,40,3,21-156946
25895164,Condo in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 bath,24087870,,Downtown Eastside,49.28056,-123.09968,Entire home/apt,218,3,70,2023-10-08,1.08,1,45,17,23-156567
25943082,Guest suite in Vancouver · ★4.87 · 1 bedroom · 1 bed · 1 private bath,194966518,,Renfrew-Collingwood,49.23473,-123.03126,Private room,56,4,183,2023-11-22,2.73,2,283,34,23-156293
26204770,Condo in Vancouver · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,125368592,,Downtown,49.2795,-123.12098,Private room,52,30,119,2023-09-24,1.86,6,365,2,19-162253
26235197,Home in Vancouver · ★4.58 · 6 bedrooms · 6 beds · 4 baths,72817495,,Victoria-Fraserview,49.21378226960226,-123.06733476744493,Entire home/apt,320,3,149,2023-11-27,2.25,1,69,23,23-156496
26295935,Condo in Vancouver · ★4.91 · 1 bedroom · 1 bed · 1 bath,197711036,,Strathcona,49.27005,-123.10021,Entire home/apt,111,2,75,2023-11-27,1.14,1,42,21,23-210939
26305770,Rental unit in Vancouver · ★4.67 · 2 bedrooms · 2 beds · 1 bath,152594916,,Downtown Eastside,49.28178,-123.10179,Entire home/apt,400,3,73,2023-09-18,1.11,1,361,19,22-156230
26306399,Guest suite in Vancouver · ★4.81 · Studio · 1 bed · 1 bath,5628803,,Marpole,49.21135,-123.10927,Entire home/apt,96,1,360,2023-11-23,5.6,1,312,78,23-156580
26367350,Home in Vancouver · ★4.93 · 1 bedroom · 3 beds · 1 bath,477778,,Kensington-Cedar Cottage,49.24665,-123.06903,Entire home/apt,270,5,60,2023-08-12,0.94,1,360,5,22-156356
26473360,Condo in Vancouver · ★4.53 · 1 bedroom · 1 bed · 1 bath,199082840,,Downtown,49.27962,-123.12008,Entire home/apt,125,30,78,2023-10-08,1.19,1,61,2,19-162208
26497482,Home in Vancouver · ★4.89 · 2 bedrooms · 3 beds · 1 bath,199275310,,Renfrew-Collingwood,49.24124,-123.0276,Entire home/apt,150,1,82,2023-12-10,1.26,2,285,15,23-227980
26524234,Guest suite in Vancouver · ★4.79 · 1 bedroom · 1 bed · 1 bath,192870817,,Kitsilano,49.26832,-123.15837,Entire home/apt,116,1,367,2023-11-23,5.78,1,88,57,23-156522
26574530,Guest suite in Vancouver · ★4.79 · 2 bedrooms · 2 beds · 1 bath,446480,,Downtown Eastside,49.2781,-123.08991,Entire home/apt,149,2,292,2023-11-25,4.55,1,166,42,23-156583
26605128,Rental unit in Vancouver · ★4.97 · 2 bedrooms · 2 beds · 1 bath,81543148,,Mount Pleasant,49.26042,-123.11013,Entire home/apt,85,30,97,2020-02-08,1.47,2,71,0,22-157036
26641669,Condo in Vancouver · ★4.62 · 1 bedroom · 1 bed · 1 bath,8165147,,West End,49.28721,-123.12752,Entire home/apt,393,2,135,2023-09-23,2.05,1,179,5,21-158367
26801360,Home in Vancouver · ★4.39 · 1 bedroom · 1 bed · 1 private bath,19658238,,Hastings-Sunrise,49.2637,-123.03999,Private room,58,30,82,2023-10-07,1.25,8,101,3,21-156946
26843460,Rental unit in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 bath,126363819,,Fairview,49.26098,-123.11539,Entire home/apt,189,13,52,2023-12-02,0.94,1,333,12,23-156868
26846418,Condo in Vancouver · ★4.71 · 2 bedrooms · 2 beds · 2 baths,42226772,,Downtown,49.28796,-123.12499,Entire home/apt,300,2,203,2023-11-25,3.08,1,154,55,23-156462
26905511,Guest suite in Vancouver · ★4.91 · 3 bedrooms · 3 beds · 1 bath,171212443,,Grandview-Woodland,49.26239,-123.07531,Entire home/apt,84,1,300,2023-11-17,4.56,1,110,75,23-157347
26945692,Home in Vancouver · ★4.56 · 1 bedroom · 1 bed · 1 private bath,19658238,,Hastings-Sunrise,49.2637,-123.03999,Private room,52,30,41,2020-06-28,0.63,8,130,0,21-156946
27057251,Guest suite in Vancouver · ★4.71 · 1 bedroom · 1 bed · 1 bath,202303703,,Victoria-Fraserview,49.2246,-123.06162,Entire home/apt,94,1,104,2023-11-25,1.58,1,102,36,23-212623
27110258,Guest suite in Vancouver · ★4.79 · 1 bedroom · 2 beds · 1 bath,886834,,Downtown Eastside,49.27788,-123.09358,Entire home/apt,154,3,97,2023-11-20,1.76,1,292,30,23-156637
27133016,Home in Vancouver · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,147672703,,Kitsilano,49.25875,-123.16869,Private room,121,2,74,2023-10-22,1.13,1,147,17,22-173495
27265522,Home in Vancouver · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,31913507,,Mount Pleasant,49.25887,-123.08148,Private room,76,2,120,2023-10-23,1.84,3,355,13,23-156515
27377931,Condo in Vancouver · ★4.68 · 1 bedroom · 1 bed · 1 bath,206334970,,Downtown Eastside,49.2815,-123.08059,Entire home/apt,100,1,227,2023-11-19,3.49,1,69,37,23-156572
27459230,Guest suite in Vancouver · ★4.96 · Studio · 1 bed · 1 bath,30812904,,Kerrisdale,49.22958673793841,-123.1780034187543,Entire home/apt,232,2,95,2023-10-30,1.68,2,82,20,23-156841
27514047,Bungalow in Vancouver · ★4.60 · 1 bedroom · 4 beds · 1 shared bath,207470540,,Riley Park,49.23668,-123.10929,Private room,107,2,42,2023-09-26,0.65,2,201,12,23-163301
27530828,Bungalow in Vancouver · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,207470540,,Riley Park,49.23644,-123.10927,Private room,107,2,33,2023-09-29,0.51,2,200,15,23-163301
27662224,Home in Vancouver · ★4.80 · 2 bedrooms · 3 beds · 1 bath,91028762,,Shaughnessy,49.25681686401367,-123.14091491699219,Entire home/apt,216,4,82,2023-10-22,1.27,1,83,18,22-156199
27706117,Home in Vancouver · ★4.91 · 3 bedrooms · 4 beds · 2 baths,62266195,,Renfrew-Collingwood,49.25891,-123.05207,Entire home/apt,249,1,203,2023-10-22,3.19,1,233,33,23-156628
27791241,Condo in Vancouver · ★4.90 · 3 bedrooms · 3 beds · 2 baths,162044146,,West End,49.28671,-123.12758,Entire home/apt,234,30,50,2023-08-14,0.78,1,336,1,19-162961
27837513,Home in Vancouver · ★4.98 · 1 bedroom · 1 bed · 1 private bath,210222551,,Riley Park,49.23564,-123.11403,Private room,85,30,60,2023-11-18,0.93,5,40,10,23-156650
27849505,Home in Vancouver · ★4.97 · 1 bedroom · 1 bed · 1 private bath,210222551,,Riley Park,49.23596,-123.11286,Private room,83,30,34,2022-06-24,0.53,5,89,0,23-156650
27878050,Rental unit in Vancouver · ★4.58 · 1 bedroom · 1 bed · 1 bath,177709332,,Mount Pleasant,49.26663,-123.09157,Entire home/apt,73,2,74,2023-11-21,1.15,1,194,14,23-156654
27900319,Home in Vancouver · ★4.78 · 2 bedrooms · 2 beds · 2.5 baths,46874796,,Kitsilano,49.27096,-123.17555,Entire home/apt,460,1,64,2023-11-17,1.06,3,250,20,22-157270
27903066,Rental unit in Vancouver · ★4.78 · 1 bedroom · 2 beds · 1 bath,6197538,,Downtown Eastside,49.27881,-123.09893,Entire home/apt,162,4,165,2023-12-03,2.6,1,199,44,22-156414
28225952,Home in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,17872558,,Marpole,49.21315,-123.11638,Private room,80,3,42,2023-10-25,0.66,6,66,14,23-156300
28256722,Guest suite in Vancouver · ★4.58 · 2 bedrooms · 2 beds · 1 bath,13480596,,Hastings-Sunrise,49.29007,-123.04229,Entire home/apt,140,1,43,2022-12-31,0.68,3,270,1,21-156-492
