id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13490,Rental unit in Vancouver · ★4.93 · 1 bedroom · 1 bed · 1 bath,52467,,Kensington-Cedar Cottage,49.25622,-123.06607,Entire home/apt,150,30,101,2023-11-16,0.66,1,92,5,
18270,Condo in Vancouver · ★4.54 · 1 bedroom · 1 bed · 1 shared bath,70437,,Mount Pleasant,49.26557,-123.096,Private room,51,30,118,2019-12-31,0.76,1,234,0,
18795,Home in Vancouver · ★4.56 · 1 bedroom · 1 bed · 1 private bath,70137,,West End,49.28299,-123.13008,Private room,75,30,131,2023-06-01,0.85,4,339,3,18-573700
21912,Home in Vancouver · ★4.72 · 1 bedroom · 1 bed · 1 private bath,83871,,Renfrew-Collingwood,49.23361,-123.05283,Private room,70,30,398,2023-11-14,2.63,4,137,24,23-156649
21913,Home in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 bath,83871,,Renfrew-Collingwood,49.23442,-123.05307,Entire home/apt,72,30,233,2023-11-01,1.58,4,135,10,22-156397
33150,Rental unit in Vancouver · ★4.97 · 1 bedroom · 2 beds · 1 bath,143724,,Riley Park,49.24677,-123.1048,Entire home/apt,125,4,129,2023-11-25,0.84,1,299,32,23-156845
35304,Home in Vancouver · ★4.76 · 1 bedroom · 1 bed · 1 bath,151996,,Grandview-Woodland,49.2729,-123.06973,Entire home/apt,99,3,586,2023-12-10,3.61,1,279,62,23-156312
77157,Guest suite in Vancouver · ★4.82 · 1 bedroom · 3 beds · 1 bath,412802,,Arbutus Ridge,49.2452,-123.16544,Entire home/apt,125,2,771,2023-11-24,4.97,2,290,55,22-156332
219261,Rental unit in Vancouver · ★4.60 · 2 bedrooms · 2 beds · 1 bath,1135259,,Kitsilano,49.2719,-123.15043,Entire home/apt,123,30,256,2023-10-31,2.89,3,314,25,21-157255
254657,Loft in Vancouver · ★4.93 · 1 bedroom · 1 bed · 1 bath,241920,,Downtown Eastside,49.28375,-123.10383,Entire home/apt,298,3,95,2023-10-16,0.76,1,34,12,22-156187
322824,Condo in Vancouver · ★4.89 · 1 bedroom · 1 bed · 1 bath,1652613,,Downtown,49.27608,-123.12452,Entire home/apt,145,30,156,2023-12-01,1.09,2,95,5,
415700,Home in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 private bath,83871,,Renfrew-Collingwood,49.2332,-123.0551,Private room,71,30,259,2023-11-05,1.82,4,132,23,23-156649
436032,Loft in Vancouver · ★4.83 · 2 bedrooms · 2 beds · 1 bath,2165986,,Downtown Eastside,49.28211,-123.10453,Entire home/apt,285,3,154,2023-11-11,1.09,1,327,24,23-156407
448104,Condo in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 bath,179396,,Downtown,49.28063,-123.12502,Entire home/apt,158,30,269,2023-06-02,1.91,2,91,4,23-104241
540348,Home in Vancouver · ★4.92 · 3 bedrooms · 3 beds · 1 bath,2655554,,Kensington-Cedar Cottage,49.25759,-123.06393,Entire home/apt,486,1,92,2023-09-13,0.73,1,347,31,23-156786
557357,Home in Vancouver · ★4.89 · 1 bedroom · 1 bed · 1 bath,525761,,Grandview-Woodland,49.27917,-123.06246,Entire home/apt,90,30,194,2022-10-31,1.4,1,86,0,19-114782
625396,Home in Vancouver · ★4.77 · 1 bedroom · 2 beds · 1 bath,3102862,,Kitsilano,49.270655316242745,-123.18291314738147,Entire home/apt,310,2,190,2023-11-25,1.37,1,108,21,23-158379
654744,Rental unit in Vancouver · ★4.74 · 2 bedrooms · 3 beds · 2 baths,2796859,,West End,49.29178,-123.14175,Entire home/apt,150,30,75,2023-10-29,0.59,1,166,6,19-104667
713271,Rental unit in Vancouver · ★4.78 · 1 bedroom · 1 bed · 1 bath,3671073,,West End,49.28104,-123.13621,Entire home/apt,135,30,94,2023-11-06,0.74,1,234,6,
785297,Guest suite in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 private bath,3211112,,Kitsilano,49.26355,-123.17326,Private room,92,14,84,2023-11-02,0.62,3,224,7,23-156379
885600,Guest suite in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,4693732,,Dunbar Southlands,49.24803,-123.18517,Entire home/apt,140,3,275,2023-11-25,2.09,1,180,36,23-156307
961831,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,3751879,,Kitsilano,49.26648,-123.15939,Private room,99,4,42,2023-09-24,1.2,2,85,6,22-156862
1012385,Home in Vancouver · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,5569906,,Mount Pleasant,49.25674175777474,-123.08739684561343,Entire home/apt,84,2,364,2023-11-27,2.82,1,145,46,23-156575
1015935,Guesthouse in Vancouver · ★4.80 · Studio · 1 bed · 1 bath,56709,,Downtown Eastside,49.2804,-123.08908,Entire home/apt,125,30,217,2023-10-13,1.7,3,112,3,19-162091
1021607,Condo in Vancouver · ★4.85 · Studio · 2 beds · 1 bath,5623565,,Downtown,49.27747,-123.12098,Entire home/apt,70,30,110,2023-10-01,0.85,1,49,7,
1032892,Home in Vancouver · ★4.85 · 1 bedroom · 1 bed · 1 private bath,2378744,,Grandview-Woodland,49.27241,-123.06332,Private room,125,2,131,2023-11-20,1.02,1,155,36,23-156419
1141457,Guest suite in Vancouver · ★4.73 · 2 bedrooms · 2 beds · 1 bath,6067405,,Downtown Eastside,49.27925,-123.08814,Entire home/apt,103,3,330,2023-11-26,2.56,1,200,31,23-156738
1178149,Guest suite in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,6165412,,Hastings-Sunrise,49.26957,-123.04828,Entire home/apt,114,3,83,2023-12-01,1.26,1,172,22,23-156432
1187929,Home in Vancouver · ★4.85 · 2 bedrooms · 2 beds · 2 baths,6495937,,Kensington-Cedar Cottage,49.24965,-123.07027,Entire home/apt,199,5,122,2023-09-04,0.96,1,45,14,23-158451
1214617,Guest suite in Vancouver · ★4.87 · 2 bedrooms · 2 beds · 1 bath,6630357,,Grandview-Woodland,49.26731,-123.06909,Entire home/apt,179,3,246,2023-10-25,1.94,1,114,23,23-156478
1273760,Boutique hotel in Vancouver · ★4.86 · 1 bedroom · 2 beds · 1 private bath,6033,,Downtown,49.28478,-123.1192,Private room,183,2,583,2023-11-27,4.59,2,301,64,
1343519,Home in Vancouver · ★4.48 · 1 bedroom · 1 bed · 1 private bath,70137,,West End,49.28247,-123.13068,Private room,75,30,71,2023-11-02,0.61,4,365,3,18-573700
1360765,Rental unit in Vancouver · ★4.76 · 1 bedroom · 1 bed · 1 bath,7338933,,Downtown,49.284,-123.11432,Entire home/apt,110,30,122,2023-10-31,0.96,3,275,7,
1365609,Rental unit in Vancouver · ★4.89 · 1 bedroom · 1 bed · 1 bath,7336501,,West End,49.27932,-123.12911,Entire home/apt,123,4,187,2023-12-05,1.48,1,57,38,23-156274
1610084,Guesthouse in Vancouver · ★4.88 · Studio · 2 beds · 1 bath,8556789,,Kensington-Cedar Cottage,49.259355585297335,-123.06131358343916,Entire home/apt,183,2,189,2023-11-26,1.51,1,311,28,24-157920
1623556,Home in Vancouver · ★4.66 · 2 bedrooms · 2 beds · 1 bath,8633501,,Riley Park,49.25259,-123.09292,Entire home/apt,110,3,338,2023-11-28,2.71,1,148,40,23-156561
1629480,Guest suite in Vancouver · ★4.82 · 1 bedroom · 1 bed · 1 bath,8660533,,Riley Park,49.25225,-123.10756,Entire home/apt,80,30,143,2023-12-03,1.23,1,118,5,
1717967,Rental unit in Vancouver · ★4.92 · 2 bedrooms · 2 beds · 1 bath,9057463,,Riley Park,49.24778,-123.09867,Entire home/apt,150,2,357,2023-12-03,2.92,1,166,36,23-156482
1768817,Guest suite in Vancouver · ★4.90 · 1 bedroom · 1 bed · 1 bath,9041076,,Riley Park,49.24489,-123.10302,Entire home/apt,95,30,72,2023-11-02,0.6,1,318,3,24-151825
1830733,Guest suite in Vancouver · ★4.90 · 1 bedroom · 1 bed · 1 bath,9575419,,Downtown Eastside,49.27866,-123.08627,Entire home/apt,150,2,269,2023-11-26,2.2,4,165,14,23-156672
1995592,Home in Vancouver · ★4.62 · 2 bedrooms · 4 beds · 1 private bath,10285482,,Kitsilano,49.263252,-123.164825,Private room,110,2,346,2023-11-20,2.84,1,78,32,22-155953
2041582,Rental unit in Vancouver · ★4.96 · 2 bedrooms · 2 beds · 1 bath,1728615,,Kitsilano,49.2753,-123.14721,Entire home/apt,125,30,253,2023-08-31,2.17,1,314,6,20-160763
2042431,Rental unit in Vancouver · ★4.90 · 1 bedroom · 2 beds · 1 bath,9582918,,Downtown,49.28005,-123.11659,Entire home/apt,135,30,139,2023-09-30,1.16,2,195,5,
2056676,Rental unit in Vancouver · ★4.47 · 1 bedroom · 2 beds · 1 bath,7338933,,Downtown,49.27393,-123.11599,Entire home/apt,110,30,95,2023-09-30,0.78,3,350,4,"#18-609683 for unit 2610 , #18-609676 for unit 1503"
2163742,Rental unit in Vancouver · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,5656886,,Kensington-Cedar Cottage,49.26199,-123.07408,Private room,78,2,132,2023-10-02,1.12,1,170,17,18-610718
2183209,Rental unit in Vancouver · ★4.73 · 1 bedroom · 1 bed · 1 bath,11132986,,Kitsilano,49.26597,-123.15633,Entire home/apt,200,30,135,2023-03-25,1.16,1,365,2,19-162396
2216062,Rental unit in Vancouver · ★4.97 · 2 bedrooms · 3 beds · 1 bath,11304608,,West Point Grey,49.26992,-123.18596,Entire home/apt,99,28,66,2023-10-27,0.57,1,80,7,23-156424
2454353,Home in Vancouver · ★4.97 · 1 bedroom · 2 beds · 1 bath,10997524,,Kensington-Cedar Cottage,49.23748,-123.08735,Entire home/apt,160,3,183,2023-11-18,1.55,1,163,3,23-151638
2592307,Guest suite in Vancouver · ★4.92 · 1 bedroom · 2 beds · 1 bath,13270979,,South Cambie,49.25222,-123.1186,Entire home/apt,112,2,710,2023-12-10,6.08,1,112,73,23-156483
2675179,Home in Vancouver · ★4.95 · 2 bedrooms · 2 beds · 2 baths,11742636,,Kitsilano,49.27512,-123.15131,Entire home/apt,295,30,102,2023-11-30,0.88,1,226,5,19-161283
2710628,Guest suite in Vancouver · ★4.90 · 1 bedroom · 1 bed · 1 bath,7107927,,Hastings-Sunrise,49.26523149806469,-123.03565216064453,Entire home/apt,124,1,21,2023-10-23,3.23,1,322,21,23-191102
2730555,Townhouse in Vancouver · ★4.93 · 1 bedroom · 1 bed · 1 bath,7677061,,Mount Pleasant,49.26536,-123.09943,Entire home/apt,190,3,138,2023-10-03,1.83,1,90,23,23-156394
2764812,Condo in Vancouver · ★4.86 · 2 bedrooms · 4 beds · 2 baths,63434,,Downtown,49.27992,-123.12658,Entire home/apt,244,1,173,2023-12-09,1.48,1,171,40,23-157408
2812038,Rental unit in Vancouver · ★4.93 · 2 bedrooms · 2 beds · 1 bath,5213892,,Mount Pleasant,49.25665,-123.10039,Entire home/apt,168,1,215,2023-10-01,1.84,1,96,24,20-116887
2847310,Loft in Vancouver · ★4.95 · Studio · 1 bed · 1 bath,6576530,,Downtown Eastside,49.28247,-123.10342,Entire home/apt,241,2,458,2023-11-21,3.91,1,209,65,23-156426
2944104,Rental unit in Vancouver · ★4.63 · 1 bedroom · 1 bed · 1 bath,7338933,,Downtown,49.27795,-123.11734,Entire home/apt,110,30,101,2023-10-16,0.87,3,248,5,
2958786,Rental unit in Vancouver · ★4.80 · 1 bedroom · 1 bed · 1 bath,2796877,,West End,49.29314,-123.13535,Private room,117,2,403,2023-12-03,3.45,1,70,28,24-158559
3331054,Guest suite in Vancouver · ★4.83 · 1 bedroom · 1 bed · 1 bath,16816923,,Hastings-Sunrise,49.28488,-123.02993,Entire home/apt,84,30,96,2023-11-18,0.84,1,152,7,18-613159
3342823,Condo in Vancouver · ★4.55 · 2 bedrooms · 1 bed · 1 bath,6016566,,Kitsilano,49.26769548861046,-123.15297966446786,Entire home/apt,275,2,116,2023-09-26,1.01,1,269,16,22-156277
3415750,Condo in Vancouver · ★4.68 · 1 bedroom · 1 bed · 1 bath,74245,,West End,49.28374,-123.12267,Entire home/apt,125,30,103,2023-10-01,0.9,1,316,3,
3458717,Home in Vancouver · ★4.77 · 3 bedrooms · 3 beds · 4.5 baths,17432096,,Kitsilano,49.26867,-123.16656,Entire home/apt,394,1,125,2023-11-19,1.28,3,263,35,23-156692
3534949,Home in Vancouver · ★4.76 · 1 bedroom · 1 bed · 1.5 baths,7465731,,Dunbar Southlands,49.25782,-123.20131,Private room,126,3,100,2023-09-23,0.88,1,89,5,23-156726
3629071,Guest suite in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,13871489,,Grandview-Woodland,49.27198,-123.0681,Entire home/apt,130,2,711,2023-11-20,6.21,1,226,74,23-156320
3742414,Guesthouse in Vancouver · ★4.71 · 2 bedrooms · 4 beds · 1.5 baths,18775596,,West Point Grey,49.26013,-123.1891,Entire home/apt,185,2,202,2023-12-03,1.78,1,273,34,22-156162
3812348,Home in Vancouver · ★4.93 · 1 bedroom · 1 bed · 1 private bath,16794128,,Riley Park,49.2357,-123.10428,Private room,85,3,765,2023-12-11,6.77,1,72,57,23-156327
3829365,Guest suite in Vancouver · ★4.80 · Studio · 1 bed · 1 bath,19709041,,Grandview-Woodland,49.26998,-123.06769,Entire home/apt,95,1,650,2023-11-20,5.72,1,37,59,23-157951
3857478,Townhouse in Vancouver · ★4.85 · 1 bedroom · 2 beds · 1 bath,19900361,,West End,49.2852,-123.13391,Entire home/apt,141,30,201,2023-10-24,1.77,1,71,9,
3859085,Home in Vancouver · ★4.98 · 1 bedroom · 1 bed · 1 private bath,19854208,,Mount Pleasant,49.26037,-123.10503,Private room,104,3,467,2023-12-04,4.12,1,279,55,23-156473
3888379,Rental unit in Vancouver · ★4.65 · 2 bedrooms · 2 beds · 1 bath,8691370,,Grandview-Woodland,49.26756,-123.06667,Entire home/apt,155,4,74,2023-10-09,0.71,2,40,6,23-157453
4054111,Rental unit in Vancouver · ★4.96 · 2 bedrooms · 3 beds · 2 baths,504609,,Mount Pleasant,49.25886,-123.10898,Entire home/apt,321,2,251,2023-12-10,2.23,1,220,45,22-156380
4075378,Condo in Vancouver · ★4.65 · Studio · 1 bed · 1 bath,21136663,,Downtown,49.27399,-123.12399,Entire home/apt,120,30,106,2023-09-05,0.96,1,364,1,
4104870,Guest suite in Vancouver · ★4.72 · 1 bedroom · 3 beds · 1 bath,21294269,,Grandview-Woodland,49.2719668,-123.0706379,Entire home/apt,138,5,109,2023-11-28,1.01,3,360,17,23-157944
4137579,Guest suite in Vancouver · ★4.84 · 1 bedroom · 1 bed · 1 bath,5059240,,Grandview-Woodland,49.27585,-123.06803,Entire home/apt,229,3,121,2023-10-07,1.17,1,356,8,22-156233
4225233,Rental unit in Vancouver · ★4.84 · 1 bedroom · 1 bed · 1 bath,5255749,,West End,49.28409,-123.12462,Entire home/apt,123,30,63,2022-10-22,0.57,1,346,0,
4256725,Guest suite in Vancouver · ★4.91 · 1 bedroom · 1 bed · 1 bath,22089242,,Hastings-Sunrise,49.28675,-123.04766,Entire home/apt,132,2,70,2023-11-24,3.0,1,76,38,23-157791
4493377,Guest suite in Vancouver · ★4.85 · 2 bedrooms · 2 beds · 1 bath,23307558,,Kitsilano,49.26137,-123.16982,Entire home/apt,155,30,117,2023-09-30,1.06,1,161,6,Exempt
4588807,Condo in Vancouver · ★4.88 · 2 bedrooms · 1 bed · 1 shared bath,23786249,,Mount Pleasant,49.27186,-123.10121,Private room,225,30,73,2021-11-04,0.68,2,364,0,
4624838,Home in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 private bath,23953859,,Mount Pleasant,49.26041,-123.09035,Private room,79,5,237,2023-09-15,2.21,2,71,21,23-156389
4659229,Home in Vancouver · ★4.75 · Studio · 1 bed · 1 bath,22208656,,Riley Park,49.25107,-123.1025,Entire home/apt,125,4,187,2023-10-21,2.0,1,250,27,21-157186
4747128,Rental unit in Vancouver · ★4.96 · 2 bedrooms · 2 beds · 1.5 baths,41526,,Downtown,49.27469,-123.13217,Entire home/apt,363,4,171,2023-12-11,2.01,1,181,46,23-156359
4787924,Guesthouse in Vancouver · ★4.91 · 1 bedroom · 1 bed · 1 bath,24681577,,Kensington-Cedar Cottage,49.25244,-123.0623,Entire home/apt,85,30,156,2023-07-20,1.45,1,163,3,21-119806
4856515,Rental unit in Vancouver · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,24738659,,Riley Park,49.24027,-123.10221,Private room,100,5,67,2023-09-23,0.64,2,254,13,23-157245
4888430,Rental unit in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,25151201,,Mount Pleasant,49.261467,-123.082291,Entire home/apt,102,3,516,2023-12-11,4.84,1,142,59,23-156356
4942126,Condo in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 private bath,25470676,,Fairview,49.26616,-123.12985,Private room,95,3,143,2023-12-07,1.38,2,156,20,22-156203
5005722,Rental unit in Vancouver · ★4.90 · 2 bedrooms · 3 beds · 1 bath,25813717,,West Point Grey,49.25965,-123.20512,Entire home/apt,411,4,134,2023-08-27,1.26,1,251,6,
5104748,Home in Vancouver · ★4.93 · 1 bedroom · 1 bed · 1 private bath,26374910,,Shaughnessy,49.238430397993156,-123.15372381359337,Private room,75,1,27,2023-09-29,3.16,4,364,27,23-202200
5104965,Home in Vancouver · ★4.83 · 1 bedroom · 1 bed · 1 bath,26374910,,Shaughnessy,49.2384864,-123.152607,Entire home/apt,88,1,40,2023-10-17,4.6,4,351,40,23-202200
5347437,Condo in Vancouver · ★4.43 · 2 bedrooms · 2 beds · 1 bath,27713683,,Downtown,49.28045,-123.10871,Entire home/apt,157,2,301,2023-11-26,4.28,2,327,50,23-156292
5423637,Condo in Vancouver · ★4.88 · 2 bedrooms · 2 beds · 1 bath,23977001,,West End,49.2827,-123.1241,Entire home/apt,165,30,72,2023-09-30,0.67,12,317,2,
5439203,Rental unit in Vancouver · ★4.91 · Studio · 1 bed · 1 bath,9809769,,Downtown,49.27638,-123.12394,Entire home/apt,118,30,166,2023-11-01,1.55,3,251,5,Exempt
5490474,Home in Vancouver · ★4.75 · 2 bedrooms · 2 beds · 1 bath,28469375,,Kitsilano,49.27105,-123.18246,Entire home/apt,149,7,92,2023-11-27,1.15,2,169,5,23-156719
5602997,Home in Vancouver · ★4.95 · 2 bedrooms · 2 beds · 1 bath,28884211,,Grandview-Woodland,49.27549,-123.06406,Entire home/apt,213,2,293,2023-10-31,2.76,1,158,37,23-156377
5638429,Rental unit in Vancouver · ★4.87 · 1 bedroom · 2 beds · 1 bath,29221250,,Downtown,49.27899,-123.11768,Entire home/apt,114,30,63,2023-12-04,0.6,1,364,2,
5649604,Townhouse in Vancouver · ★4.83 · 2 bedrooms · 2 beds · 2 baths,29278205,,Grandview-Woodland,49.27694,-123.06243,Entire home/apt,249,21,83,2022-03-06,1.04,1,54,0,23-157874
5747556,Guest suite in Vancouver · ★4.75 · 1 bedroom · 2 beds · 1 bath,21294269,,Grandview-Woodland,49.27213668823242,-123.07023620605469,Entire home/apt,177,5,116,2023-11-25,1.11,3,356,21,23-157295
5814747,Guest suite in Vancouver · ★4.90 · Studio · 1 bed · 1 bath,7202395,,Renfrew-Collingwood,49.24554,-123.05089,Entire home/apt,108,3,341,2023-11-30,4.35,1,45,54,23-156615
5881530,Home in Vancouver · ★4.93 · 2 bedrooms · 2 beds · 1 bath,1611007,,Grandview-Woodland,49.27675,-123.06537,Entire home/apt,144,2,398,2023-12-06,3.91,1,155,47,23-156464
6128764,Condo in Vancouver · ★4.91 · 2 bedrooms · 2 beds · 2 baths,2189739,,Downtown,49.27915828402665,-123.12338544921194,Entire home/apt,299,30,135,2023-06-25,1.43,2,303,11,23-182771
6134895,Home in Vancouver · ★4.82 · 3 bedrooms · 4 beds · 2.5 baths,31828821,,Mount Pleasant,49.25679,-123.07926,Entire home/apt,200,3,192,2023-11-27,2.13,1,226,21,23-158285
6324453,Home in Vancouver · ★4.89 · 4 bedrooms · 4 beds · 2.5 baths,21976533,,Mount Pleasant,49.26071,-123.09265,Entire home/apt,607,3,79,2023-11-19,0.77,1,323,15,24-157255
6347338,Home in Vancouver · ★4.91 · 2 bedrooms · 1 bed · 1 bath,30993322,,Riley Park,49.25076,-123.10873,Entire home/apt,140,30,87,2023-11-15,0.84,1,365,6,
6416204,Rental unit in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 bath,32089457,,West End,49.27942,-123.13355,Entire home/apt,156,30,171,2020-03-17,1.66,1,364,0,20-160030
6421331,Home in Vancouver · ★4.95 · 2 bedrooms · 2 beds · 1.5 baths,33501321,,Hastings-Sunrise,49.28038,-123.02865,Entire home/apt,250,30,63,2023-08-26,0.61,2,359,2,Exempt
6425616,Rental unit in Vancouver · ★4.87 · 2 bedrooms · 2 beds · 2 baths,228917,,Downtown Eastside,49.28113,-123.10764,Entire home/apt,325,30,277,2023-11-05,2.66,1,83,4,19-1619-42
6494884,Home in Vancouver · ★4.95 · 3 bedrooms · 3 beds · 2.5 baths,33950098,,Grandview-Woodland,49.27177,-123.06063,Entire home/apt,475,5,59,2023-08-13,0.57,1,314,1,22-156628
6602481,Condo in Vancouver · ★4.73 · Studio · 1 bed · 1 bath,34542738,,Downtown,49.27806,-123.13061,Entire home/apt,141,5,125,2023-11-26,1.41,1,170,36,23-156842
6611269,Condo in Vancouver · ★4.84 · 1 bedroom · 1 bed · 1 bath,34594484,,Renfrew-Collingwood,49.25472,-123.03387,Entire home/apt,68,30,62,2023-08-30,0.6,3,53,3,
6660457,Rental unit in Vancouver · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,34840348,,West End,49.28695,-123.12654,Private room,63,30,258,2023-10-01,2.74,2,69,6,
6692629,Home in Vancouver · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,3751879,,Kitsilano,49.2668,-123.15955,Private room,120,4,53,2023-09-04,1.01,2,40,15,22-156862
6732143,Home in Vancouver · ★4.86 · Studio · 1 bed · 1 bath,446881,,Riley Park,49.2482,-123.09623,Entire home/apt,126,14,248,2023-12-12,2.4,1,132,12,23-156345
6808688,Rental unit in Vancouver · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,34840348,,Downtown,49.28945,-123.12525,Private room,61,30,344,2023-09-23,3.32,2,62,3,
6812180,Home in Vancouver · ★4.91 · 2 bedrooms · 2 beds · 1 bath,8427578,,Downtown Eastside,49.27853,-123.09265,Entire home/apt,128,3,325,2023-11-13,3.16,1,150,36,23-156539
6863617,Home in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 private bath,35966943,,Downtown Eastside,49.27954,-123.0919,Private room,131,3,154,2023-10-22,1.49,1,355,28,19-163391
6939529,Guest suite in Vancouver · ★4.76 · 1 bedroom · 1 bed · 1.5 baths,1142482,,Kerrisdale,49.22347,-123.14169,Entire home/apt,134,30,160,2023-11-06,1.55,1,345,21,23-156755
7034128,Guest suite in Vancouver · ★4.84 · 2 bedrooms · 2 beds · 1 bath,33501321,,Hastings-Sunrise,49.28053,-123.02698,Entire home/apt,220,30,67,2023-10-31,0.65,2,286,6,
7054627,Guest suite in Vancouver · ★4.87 · 1 bedroom · 1 bed · 1 bath,18823483,,Victoria-Fraserview,49.2308,-123.07286,Entire home/apt,100,30,78,2023-09-10,0.76,1,292,4,23-156541
7071924,Loft in Vancouver · ★4.33 · 1 bedroom · 2 beds · 1 bath,2147373,,Downtown,49.27832,-123.12194,Entire home/apt,147,1,411,2023-10-24,4.03,1,48,33,23-156639
7148892,Guest suite in Vancouver · ★4.79 · 1 bedroom · 1 bed · 1 bath,37437874,,South Cambie,49.25558,-123.11997,Entire home/apt,129,1,47,2023-10-22,2.41,1,60,26,23-158095
7163201,Condo in Vancouver · ★4.87 · 1 bedroom · 1 bed · 1 private bath,23431673,,Downtown,49.2749372597153,-123.10012229593565,Private room,125,2,147,2023-12-07,1.87,1,172,45,23-158545
7248669,Home in Vancouver · ★4.96 · 1 bedroom · 2 beds · 1 bath,14696171,,Hastings-Sunrise,49.28426,-123.02832,Entire home/apt,189,2,80,2023-09-03,0.78,1,363,2,22-156102
7365327,Home in Vancouver bc · ★4.88 · 2 bedrooms · 4 beds · 1 bath,26510197,,Kitsilano,49.26276,-123.14645,Entire home/apt,400,1,66,2023-10-22,0.72,5,359,9,23-157161
7432239,Home in Vancouver · ★4.97 · 2 bedrooms · 3 beds · 1 bath,38931278,,West Point Grey,49.26405,-123.18769,Entire home/apt,213,30,64,2023-10-27,0.64,1,304,6,
7438069,Home in Vancouver · ★4.84 · 4 bedrooms · 6 beds · 2.5 baths,21853131,,Riley Park,49.2524,-123.10314,Entire home/apt,360,3,176,2023-12-10,3.03,1,100,41,LICENCE NUMBER -23-156840
7478857,Guesthouse in Vancouver · ★4.79 · 1 bedroom · 1 bed · 1 bath,19844007,,Grandview-Woodland,49.272483825683594,-123.06219482421875,Entire home/apt,98,29,230,2023-09-30,2.25,1,213,6,23-152545
7481879,Home in Vancouver · ★4.56 · 1 bedroom · 2 beds · 1 private bath,39181323,,Kitsilano,49.26103,-123.1857,Private room,118,1,85,2023-10-08,0.84,3,119,9,23-157690
7494656,Home in Vancouver · ★4.72 · 1 bedroom · 1 bed · 1 private bath,39181323,,West Point Grey,49.26258,-123.18716,Private room,128,1,110,2023-10-14,1.08,3,180,22,23-157690
7547752,Guest suite in Vancouver · ★4.91 · 1 bedroom · 1 bed · 1 bath,39552346,,Renfrew-Collingwood,49.25275,-123.0406,Entire home/apt,161,3,66,2023-10-25,0.65,1,347,14,23-245465
7548858,Loft in Vancouver · ★4.89 · Studio · 1 bed · 1 bath,1339708,,Mount Pleasant,49.26595,-123.09794,Entire home/apt,204,30,147,2022-10-20,1.44,2,173,0,22-155907
7583961,Condo in Vancouver · ★4.69 · 2 bedrooms · 1 bed · 1 shared bath,35916381,,Downtown,49.28856,-123.12563,Private room,71,30,101,2018-10-21,0.99,1,65,0,
7639521,Loft in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 bath,6723104,,Downtown Eastside,49.28185,-123.10456,Entire home/apt,130,2,780,2023-12-11,7.72,1,335,85,23-157064
7701543,Condo in Vancouver · ★4.79 · 1 bedroom · 1 bed · 1 private bath,40454619,,Downtown,49.28043,-123.10787,Private room,206,1,216,2023-10-28,2.13,2,187,21,23-255021
7822189,Home in Vancouver · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,40743512,,Renfrew-Collingwood,49.25211,-123.03292,Private room,40,30,59,2023-10-10,0.59,6,100,3,
7838721,Rental unit in Vancouver · ★4.67 · Studio · 1 bed · 1 bath,15077998,,Downtown Eastside,49.27991,-123.1054,Entire home/apt,210,30,133,2023-10-31,1.4,3,63,4,20-161540
7917307,Loft in Vancouver · ★4.88 · 1 bedroom · 2 beds · 1 bath,41747653,,Downtown,49.2792118,-123.1214803,Entire home/apt,202,1,41,2023-10-31,5.54,1,161,41,23-207102
7921570,Rental unit in Vancouver · ★4.70 · 2 bedrooms · 2 beds · 2 baths,5424214,,Downtown,49.278342541706586,-123.1203968192842,Entire home/apt,229,5,60,2023-10-25,0.6,1,292,12,22-245571
7997635,Home in Vancouver · ★4.67 · 1 bedroom · 1 bed · 1 private bath,20535222,,Kensington-Cedar Cottage,49.24963,-123.07277,Private room,85,1,212,2023-11-26,2.1,2,195,32,23-156698
8047959,Loft in Vancouver · ★4.90 · 1 bedroom · 1 bed · 1 private bath,19666634,,Strathcona,49.27604,-123.0988,Private room,176,2,128,2023-09-27,1.27,1,89,17,
8252104,Guest suite in Vancouver · ★4.99 · 1 bedroom · 1 bed · 1 bath,43518117,,Grandview-Woodland,49.26377,-123.05951,Entire home/apt,120,2,336,2023-11-30,3.39,1,105,62,23-156447
